年份,国家,min(ci.sc),max(ci.sc),median(ci.sc),min(ci.did),max(ci.did),median(ci.did)
2018,以色列,-0.23999999999999977,0.3200000000000003,0.040000000000000036,0.020000000000000018,0.06000000000000005,0.040000000000000036
2019,以色列,-0.2599999999999998,0.2400000000000002,-0.010000000000000009,0.040000000000000036,0.08000000000000007,0.06000000000000005
2013,约旦,-0.10000000000000009,0.06000000000000005,-0.020000000000000018,0,0.08000000000000007,0.040000000000000036
2014,约旦,-0.18000000000000016,0.08000000000000007,-0.050000000000000044,0,0.08000000000000007,0.040000000000000036
2015,约旦,-0.21999999999999975,0.14000000000000012,-0.040000000000000036,0,0.08000000000000007,0.040000000000000036
2016,约旦,-0.2599999999999998,0.20000000000000018,-0.030000000000000027,0,0.08000000000000007,0.040000000000000036
2017,约旦,-0.2999999999999998,0.26000000000000023,-0.020000000000000018,0,0.08000000000000007,0.040000000000000036
2018,约旦,-0.2999999999999998,0.28000000000000025,-0.010000000000000009,0,0.08000000000000007,0.040000000000000036
2019,约旦,-0.3599999999999999,0.3200000000000003,-0.020000000000000018,0,0.08000000000000007,0.040000000000000036
2013,伊拉克,-0.10000000000000009,0.040000000000000036,-0.030000000000000027,-0.020000000000000018,0.10000000000000009,0.040000000000000036
2014,伊拉克,-0.16000000000000014,0.06000000000000005,-0.050000000000000044,-0.020000000000000018,0.10000000000000009,0.040000000000000036
2015,伊拉克,-0.19999999999999973,0.10000000000000009,-0.050000000000000044,-0.020000000000000018,0.10000000000000009,0.040000000000000036
2016,伊拉克,-0.2599999999999998,0.1200000000000001,-0.07000000000000006,-0.020000000000000018,0.10000000000000009,0.040000000000000036
2017,伊拉克,-0.2999999999999998,0.16000000000000014,-0.07000000000000006,-0.020000000000000018,0.10000000000000009,0.040000000000000036
2018,伊拉克,-0.31999999999999984,0.18000000000000016,-0.07000000000000006,-0.020000000000000018,0.10000000000000009,0.040000000000000036
2019,伊拉克,-0.3599999999999999,0.20000000000000018,-0.08000000000000007,-0.020000000000000018,0.10000000000000009,0.040000000000000036
2013,阿富汗,-0.08000000000000007,0.020000000000000018,-0.030000000000000027,-0.020000000000000018,-0.020000000000000018,-0.020000000000000018
2014,阿富汗,-0.1200000000000001,0.10000000000000009,-0.010000000000000009,-0.020000000000000018,-0.020000000000000018,-0.020000000000000018
2015,阿富汗,-0.1200000000000001,0.10000000000000009,-0.010000000000000009,-0.040000000000000036,-0.020000000000000018,-0.030000000000000027
2016,阿富汗,-0.18000000000000016,0.1200000000000001,-0.030000000000000027,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036
2017,阿富汗,-0.19999999999999973,0.1200000000000001,-0.050000000000000044,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036
2018,阿富汗,-0.21999999999999975,0.1200000000000001,-0.050000000000000044,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036
2019,阿富汗,-0.23999999999999977,0.1200000000000001,-0.07000000000000006,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036
2013,阿塞拜疆,-0.14000000000000012,0.08000000000000007,-0.030000000000000027,-0.31999999999999984,-0.040000000000000036,-0.18000000000000016
2014,阿塞拜疆,-0.19999999999999973,0.1200000000000001,-0.040000000000000036,-0.3599999999999999,-0.06000000000000005,-0.20999999999999974
2015,阿塞拜疆,-0.2599999999999998,0.14000000000000012,-0.06000000000000005,-0.3799999999999999,-0.10000000000000009,-0.23999999999999977
2016,阿塞拜疆,-0.31999999999999984,0.14000000000000012,-0.09000000000000008,-0.41999999999999993,-0.14000000000000012,-0.2799999999999998
2017,阿塞拜疆,-0.3799999999999999,0.08000000000000007,-0.15000000000000013,-0.45999999999999996,-0.18000000000000016,-0.31999999999999984
2018,阿塞拜疆,-0.41999999999999993,0.08000000000000007,-0.17000000000000015,-0.5,-0.21999999999999975,-0.3599999999999999
2019,阿塞拜疆,-0.45999999999999996,0.08000000000000007,-0.18999999999999995,-0.52,-0.23999999999999977,-0.3799999999999999
2013,格鲁吉亚,-0.040000000000000036,0.10000000000000009,0.030000000000000027,-0.6000000000000001,0.040000000000000036,-0.2799999999999998
2014,格鲁吉亚,-0.040000000000000036,0.16000000000000014,0.06000000000000005,-0.6200000000000001,0.040000000000000036,-0.2899999999999998
2015,格鲁吉亚,-0.040000000000000036,0.2200000000000002,0.09000000000000008,-0.6200000000000001,0.020000000000000018,-0.2999999999999998
2016,格鲁吉亚,-0.020000000000000018,0.28000000000000025,0.13000000000000012,-0.6200000000000001,0.020000000000000018,-0.2999999999999998
2017,格鲁吉亚,0.020000000000000018,0.33999999999999986,0.18000000000000016,-0.6000000000000001,0.040000000000000036,-0.2799999999999998
2018,格鲁吉亚,-0.16000000000000014,0.3999999999999999,0.14000000000000012,-0.6000000000000001,0.040000000000000036,-0.2799999999999998
2019,格鲁吉亚,-0.19999999999999973,0.43999999999999995,0.1200000000000001,-0.6000000000000001,0.040000000000000036,-0.2799999999999998
2013,亚美尼亚,-0.16000000000000014,0.06000000000000005,-0.050000000000000044,-0.16000000000000014,-0.020000000000000018,-0.09000000000000008
2014,亚美尼亚,-0.23999999999999977,0.10000000000000009,-0.07000000000000006,-0.18000000000000016,-0.040000000000000036,-0.1100000000000001
2015,亚美尼亚,-0.2799999999999998,0.14000000000000012,-0.07000000000000006,-0.19999999999999973,-0.06000000000000005,-0.13000000000000012
2016,亚美尼亚,-0.31999999999999984,0.2200000000000002,-0.050000000000000044,-0.21999999999999975,-0.08000000000000007,-0.15000000000000013
2017,亚美尼亚,-0.3599999999999999,0.26000000000000023,-0.050000000000000044,-0.2599999999999998,-0.10000000000000009,-0.18000000000000016
2018,亚美尼亚,-0.3799999999999999,0.28000000000000025,-0.050000000000000044,-0.2799999999999998,-0.1200000000000001,-0.19999999999999973
2019,亚美尼亚,-0.3599999999999999,0.30000000000000027,-0.030000000000000027,-0.2999999999999998,-0.14000000000000012,-0.21999999999999975
2013,哈萨克斯坦,-0.2799999999999998,-0.040000000000000036,-0.16000000000000014,-0.6600000000000001,-0.10000000000000009,-0.3799999999999999
2014,哈萨克斯坦,-0.3799999999999999,-0.06000000000000005,-0.21999999999999975,-0.7399999999999998,-0.18000000000000016,-0.45999999999999996
2015,哈萨克斯坦,-0.5,-0.06000000000000005,-0.2799999999999998,-0.7999999999999998,-0.23999999999999977,-0.52
2016,哈萨克斯坦,-0.5800000000000001,-0.040000000000000036,-0.30999999999999983,-0.8599999999999999,-0.2999999999999998,-0.5800000000000001
2017,哈萨克斯坦,-0.6000000000000001,-0.020000000000000018,-0.30999999999999983,-0.8799999999999999,-0.2999999999999998,-0.5900000000000001
2018,哈萨克斯坦,-0.6000000000000001,0.040000000000000036,-0.2799999999999998,-0.8599999999999999,-0.2999999999999998,-0.5800000000000001
2019,哈萨克斯坦,-0.52,0.1200000000000001,-0.19999999999999973,-0.8199999999999998,-0.2599999999999998,-0.54
2013,埃及,-0.1200000000000001,0.06000000000000005,-0.030000000000000027,-0.06000000000000005,-0.020000000000000018,-0.040000000000000036
2014,埃及,-0.18000000000000016,0.10000000000000009,-0.040000000000000036,-0.06000000000000005,-0.020000000000000018,-0.040000000000000036
2015,埃及,-0.23999999999999977,0.14000000000000012,-0.050000000000000044,-0.06000000000000005,-0.020000000000000018,-0.040000000000000036
2016,埃及,-0.2799999999999998,0.2200000000000002,-0.030000000000000027,-0.08000000000000007,-0.040000000000000036,-0.06000000000000005
2017,埃及,-0.2999999999999998,0.26000000000000023,-0.020000000000000018,-0.08000000000000007,-0.040000000000000036,-0.06000000000000005
2018,埃及,-0.2999999999999998,0.30000000000000027,0,-0.08000000000000007,-0.040000000000000036,-0.06000000000000005
2019,埃及,-0.2999999999999998,0.33999999999999986,0.020000000000000018,-0.08000000000000007,-0.040000000000000036,-0.06000000000000005
2013,波兰,-0.08000000000000007,0.08000000000000007,0,-0.14000000000000012,-0.020000000000000018,-0.08000000000000007
2014,波兰,-0.16000000000000014,0.1200000000000001,-0.020000000000000018,-0.14000000000000012,-0.020000000000000018,-0.08000000000000007
2015,波兰,-0.21999999999999975,0.16000000000000014,-0.030000000000000027,-0.16000000000000014,-0.040000000000000036,-0.10000000000000009
2016,波兰,-0.3799999999999999,0.20000000000000018,-0.09000000000000008,-0.16000000000000014,-0.040000000000000036,-0.10000000000000009
2017,波兰,-0.45999999999999996,0.20000000000000018,-0.13000000000000012,-0.16000000000000014,-0.040000000000000036,-0.10000000000000009
2018,波兰,-0.33999999999999986,0.30000000000000027,-0.020000000000000018,-0.14000000000000012,-0.020000000000000018,-0.08000000000000007
2019,波兰,-0.3799999999999999,0.33999999999999986,-0.020000000000000018,-0.14000000000000012,-0.020000000000000018,-0.08000000000000007
2013,阿尔巴尼亚,-0.14000000000000012,0.10000000000000009,-0.020000000000000018,-0.52,-0.040000000000000036,-0.2799999999999998
2014,阿尔巴尼亚,-0.19999999999999973,0.16000000000000014,-0.020000000000000018,-0.54,-0.06000000000000005,-0.2999999999999998
2015,阿尔巴尼亚,-0.23999999999999977,0.28000000000000025,0.020000000000000018,-0.54,-0.08000000000000007,-0.30999999999999983
2016,阿尔巴尼亚,-0.2599999999999998,0.33999999999999986,0.040000000000000036,-0.54,-0.06000000000000005,-0.2999999999999998
2017,阿尔巴尼亚,-0.23999999999999977,0.3999999999999999,0.08000000000000007,-0.5,-0.040000000000000036,-0.2699999999999998
2018,阿尔巴尼亚,-0.18000000000000016,0.5,0.16000000000000014,-0.45999999999999996,0,-0.22999999999999976
2019,阿尔巴尼亚,-0.16000000000000014,0.5800000000000001,0.2100000000000002,-0.41999999999999993,0.06000000000000005,-0.18000000000000016
2013,爱沙尼亚,-0.10000000000000009,0,-0.050000000000000044,-0.54,0,-0.2699999999999998
2014,爱沙尼亚,-0.1200000000000001,0.040000000000000036,-0.040000000000000036,-0.5800000000000001,-0.040000000000000036,-0.30999999999999983
2015,爱沙尼亚,-0.14000000000000012,0.040000000000000036,-0.050000000000000044,-0.6200000000000001,-0.08000000000000007,-0.34999999999999987
2016,爱沙尼亚,-0.2599999999999998,0.040000000000000036,-0.1100000000000001,-0.6800000000000002,-0.1200000000000001,-0.3999999999999999
2017,爱沙尼亚,-0.33999999999999986,0.040000000000000036,-0.15000000000000013,-0.6999999999999997,-0.16000000000000014,-0.42999999999999994
2018,爱沙尼亚,-0.8399999999999999,0.040000000000000036,-0.3999999999999999,-0.7399999999999998,-0.19999999999999973,-0.47
2019,爱沙尼亚,-0.9199999999999999,0.040000000000000036,-0.43999999999999995,-0.7799999999999998,-0.23999999999999977,-0.51
2013,立陶宛,-0.08000000000000007,0.10000000000000009,0.050000000000000044,-0.41999999999999993,-0.020000000000000018,-0.21999999999999975
2014,立陶宛,-0.06000000000000005,0.20000000000000018,0.07000000000000006,-0.3999999999999999,0.020000000000000018,-0.18999999999999995
2015,立陶宛,-0.31999999999999984,0.3200000000000003,0,-0.3599999999999999,0.040000000000000036,-0.16000000000000014
2016,立陶宛,-0.54,0.41999999999999993,-0.06000000000000005,-0.3799999999999999,0.020000000000000018,-0.18000000000000016
2017,立陶宛,-0.3599999999999999,0.48,0.06000000000000005,-0.41999999999999993,-0.020000000000000018,-0.21999999999999975
2018,立陶宛,-0.5800000000000001,0.48,-0.050000000000000044,-0.48,-0.08000000000000007,-0.2799999999999998
2019,立陶宛,-0.6200000000000001,0.45999999999999996,-0.08000000000000007,-0.54,-0.14000000000000012,-0.33999999999999986
2013,斯洛文尼亚,-0.040000000000000036,-0.020000000000000018,-0.030000000000000027,-0.21999999999999975,-0.020000000000000018,-0.1200000000000001
2014,斯洛文尼亚,-0.16000000000000014,-0.020000000000000018,-0.09000000000000008,-0.23999999999999977,-0.040000000000000036,-0.14000000000000012
2015,斯洛文尼亚,-0.31999999999999984,-0.020000000000000018,-0.17000000000000015,-0.2599999999999998,-0.06000000000000005,-0.16000000000000014
2016,斯洛文尼亚,-0.3799999999999999,-0.020000000000000018,-0.19999999999999973,-0.2799999999999998,-0.08000000000000007,-0.18000000000000016
2017,斯洛文尼亚,-0.48,-0.020000000000000018,-0.24999999999999978,-0.2999999999999998,-0.10000000000000009,-0.19999999999999973
2018,斯洛文尼亚,-0.56,0,-0.2799999999999998,-0.31999999999999984,-0.1200000000000001,-0.21999999999999975
2019,斯洛文尼亚,-0.6000000000000001,0,-0.2999999999999998,-0.33999999999999986,-0.14000000000000012,-0.23999999999999977
2013,保加利亚,-0.23999999999999977,0,-0.1200000000000001,-0.1200000000000001,0.020000000000000018,-0.050000000000000044
2014,保加利亚,-0.33999999999999986,0.040000000000000036,-0.15000000000000013,-0.16000000000000014,-0.020000000000000018,-0.09000000000000008
2015,保加利亚,-0.3999999999999999,0.06000000000000005,-0.17000000000000015,-0.19999999999999973,-0.06000000000000005,-0.13000000000000012
2016,保加利亚,-0.45999999999999996,0.2200000000000002,-0.1200000000000001,-0.21999999999999975,-0.08000000000000007,-0.15000000000000013
2017,保加利亚,-0.48,0.2400000000000002,-0.1200000000000001,-0.23999999999999977,-0.10000000000000009,-0.17000000000000015
2018,保加利亚,-0.45999999999999996,0.33999999999999986,-0.06000000000000005,-0.2599999999999998,-0.1200000000000001,-0.18999999999999995
2019,保加利亚,-0.45999999999999996,0.33999999999999986,-0.06000000000000005,-0.2599999999999998,-0.1200000000000001,-0.18999999999999995
2013,匈牙利,-0.06000000000000005,0.20000000000000018,0.07000000000000006,-0.06000000000000005,0.06000000000000005,0
2014,匈牙利,-0.14000000000000012,0.26000000000000023,0.06000000000000005,-0.06000000000000005,0.040000000000000036,-0.010000000000000009
2015,匈牙利,-0.19999999999999973,0.30000000000000027,0.050000000000000044,-0.10000000000000009,0.020000000000000018,-0.040000000000000036
2016,匈牙利,-0.2999999999999998,0.3200000000000003,0.010000000000000009,-0.14000000000000012,-0.020000000000000018,-0.08000000000000007
2017,匈牙利,-0.41999999999999993,0.33999999999999986,-0.040000000000000036,-0.19999999999999973,-0.08000000000000007,-0.14000000000000012
2018,匈牙利,-0.3799999999999999,0.33999999999999986,-0.020000000000000018,-0.2599999999999998,-0.14000000000000012,-0.19999999999999973
2019,匈牙利,-0.48,0.33999999999999986,-0.07000000000000006,-0.31999999999999984,-0.19999999999999973,-0.2599999999999998
2013,塞尔维亚,-0.18000000000000016,0.020000000000000018,-0.08000000000000007,-0.06000000000000005,0.08000000000000007,0.010000000000000009
2014,塞尔维亚,-0.2599999999999998,0.06000000000000005,-0.10000000000000009,-0.08000000000000007,0.08000000000000007,0
2015,塞尔维亚,-0.33999999999999986,0.18000000000000016,-0.08000000000000007,-0.10000000000000009,0.06000000000000005,-0.020000000000000018
2016,塞尔维亚,-0.3799999999999999,0.41999999999999993,0.020000000000000018,-0.1200000000000001,0.040000000000000036,-0.040000000000000036
2017,塞尔维亚,-0.3999999999999999,0.48,0.040000000000000036,-0.1200000000000001,0.020000000000000018,-0.050000000000000044
2018,塞尔维亚,-0.3599999999999999,0.52,0.08000000000000007,-0.14000000000000012,0.020000000000000018,-0.06000000000000005
2019,塞尔维亚,-0.3599999999999999,0.56,0.10000000000000009,-0.14000000000000012,0,-0.07000000000000006
2013,罗马尼亚,-0.08000000000000007,0.20000000000000018,0.06000000000000005,-0.2999999999999998,0,-0.15000000000000013
2014,罗马尼亚,-0.14000000000000012,0.18000000000000016,0.020000000000000018,-0.3599999999999999,-0.06000000000000005,-0.20999999999999974
2015,罗马尼亚,-0.21999999999999975,0.33999999999999986,0.06000000000000005,-0.3999999999999999,-0.10000000000000009,-0.24999999999999978
2016,罗马尼亚,-0.2799999999999998,0.3799999999999999,0.050000000000000044,-0.43999999999999995,-0.16000000000000014,-0.2999999999999998
2017,罗马尼亚,-0.31999999999999984,0.45999999999999996,0.07000000000000006,-0.48,-0.18000000000000016,-0.32999999999999985
2018,罗马尼亚,-0.3599999999999999,0.45999999999999996,0.050000000000000044,-0.52,-0.21999999999999975,-0.3699999999999999
2019,罗马尼亚,-0.45999999999999996,0.45999999999999996,0,-0.5800000000000001,-0.2799999999999998,-0.42999999999999994
2013,斯洛伐克,-0.1200000000000001,0.1200000000000001,0,0.020000000000000018,0.040000000000000036,0.030000000000000027
2014,斯洛伐克,-0.21999999999999975,0.16000000000000014,-0.030000000000000027,0.020000000000000018,0.040000000000000036,0.030000000000000027
2015,斯洛伐克,-0.2799999999999998,0.20000000000000018,-0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036
2016,斯洛伐克,-0.31999999999999984,0.28000000000000025,-0.020000000000000018,0.040000000000000036,0.06000000000000005,0.050000000000000044
2017,斯洛伐克,-0.31999999999999984,0.3599999999999999,0.020000000000000018,0.040000000000000036,0.06000000000000005,0.050000000000000044
2018,斯洛伐克,-0.23999999999999977,0.43999999999999995,0.10000000000000009,0.06000000000000005,0.08000000000000007,0.07000000000000006
2019,斯洛伐克,-0.2599999999999998,0.54,0.14000000000000012,0.06000000000000005,0.08000000000000007,0.07000000000000006
2013,克罗地亚,-0.10000000000000009,0.14000000000000012,0.020000000000000018,-0.020000000000000018,0.040000000000000036,0.010000000000000009
2014,克罗地亚,-0.18000000000000016,0.2200000000000002,0.020000000000000018,-0.020000000000000018,0.040000000000000036,0.010000000000000009
2015,克罗地亚,-0.21999999999999975,0.30000000000000027,0.040000000000000036,0,0.06000000000000005,0.030000000000000027
2016,克罗地亚,-0.2599999999999998,0.3799999999999999,0.06000000000000005,0.020000000000000018,0.08000000000000007,0.050000000000000044
2017,克罗地亚,-0.2599999999999998,0.45999999999999996,0.10000000000000009,0.06000000000000005,0.1200000000000001,0.09000000000000008
2018,克罗地亚,-0.1200000000000001,0.52,0.20000000000000018,0.08000000000000007,0.14000000000000012,0.1100000000000001
2019,克罗地亚,-0.14000000000000012,0.56,0.2100000000000002,0.08000000000000007,0.14000000000000012,0.1100000000000001
2013,拉脱维亚,-0.2999999999999998,-0.020000000000000018,-0.16000000000000014,-0.3599999999999999,-0.08000000000000007,-0.21999999999999975
2014,拉脱维亚,-0.43999999999999995,-0.040000000000000036,-0.23999999999999977,-0.41999999999999993,-0.14000000000000012,-0.2799999999999998
2015,拉脱维亚,-0.5800000000000001,-0.040000000000000036,-0.30999999999999983,-0.48,-0.19999999999999973,-0.33999999999999986
2016,拉脱维亚,-0.7199999999999998,-0.040000000000000036,-0.3799999999999999,-0.54,-0.2599999999999998,-0.3999999999999999
2017,拉脱维亚,-0.7799999999999998,-0.040000000000000036,-0.4099999999999999,-0.6000000000000001,-0.31999999999999984,-0.45999999999999996
2018,拉脱维亚,-0.7399999999999998,-0.040000000000000036,-0.3899999999999999,-0.6400000000000001,-0.3599999999999999,-0.5
2019,拉脱维亚,-0.7999999999999998,-0.020000000000000018,-0.4099999999999999,-0.6800000000000002,-0.3999999999999999,-0.54
2013,黑山,-0.2799999999999998,-0.06000000000000005,-0.17000000000000015,-0.7999999999999998,-0.10000000000000009,-0.44999999999999996
2014,黑山,-0.3799999999999999,-0.10000000000000009,-0.23999999999999977,-0.8999999999999999,-0.19999999999999973,-0.55
2015,黑山,-0.5,-0.14000000000000012,-0.31999999999999984,-1,-0.2999999999999998,-0.6500000000000001
2016,黑山,-0.6000000000000001,-0.19999999999999973,-0.3999999999999999,-1.0999999999999999,-0.3999999999999999,-0.7499999999999998
2017,黑山,-0.8799999999999999,-0.23999999999999977,-0.56,-1.18,-0.48,-0.8299999999999998
2018,黑山,-1.08,-0.2999999999999998,-0.69,-1.26,-0.56,-0.9099999999999999
2019,黑山,-1.14,-0.33999999999999986,-0.7399999999999998,-1.3,-0.6200000000000001,-0.96
2013,白俄罗斯,0,0.08000000000000007,0.040000000000000036,-0.5,0.020000000000000018,-0.23999999999999977
2014,白俄罗斯,0.020000000000000018,0.14000000000000012,0.08000000000000007,-0.52,0,-0.2599999999999998
2015,白俄罗斯,0,0.16000000000000014,0.08000000000000007,-0.56,-0.040000000000000036,-0.2999999999999998
2016,白俄罗斯,0.020000000000000018,0.20000000000000018,0.1100000000000001,-0.5800000000000001,-0.06000000000000005,-0.31999999999999984
2017,白俄罗斯,0.020000000000000018,0.2200000000000002,0.1200000000000001,-0.6000000000000001,-0.08000000000000007,-0.33999999999999986
2018,白俄罗斯,-0.6600000000000001,0.2400000000000002,-0.2599999999999998,-0.6400000000000001,-0.1200000000000001,-0.3799999999999999
2019,白俄罗斯,-0.6999999999999997,0.26000000000000023,-0.23999999999999977,-0.6600000000000001,-0.14000000000000012,-0.3999999999999999
